id,title,image_url,artist,year,medium,collection,current_location,creation_location,height,width,movement
439,Scenes from the New Testament: Lamentation,http://commons.wikimedia.org/wiki/Special:FilePath/Giotto%20di%20Bondone%20-%20Scenes%20from%20the%20New%20Testament%20-%20Lamentation%20-%20WGA09159.jpg,Giotto,1291,fresco,Basilica of San Francesco d'Assisi,Upper Basilica of San Francesco d'Assisi,Unknown,300.0,300.0,Proto-Renaissance
440,Portrait of Madame Récamier,http://commons.wikimedia.org/wiki/Special:FilePath/Madame%20R%C3%A9camier%2C%20n%C3%A9e%20Julie%20%28dite%20Juliette%29%20Bernard%20-%20Jacques-Louis%20David%20-%20Mus%C3%A9e%20duLouvre%20Peintures%20INV%203708.jpg,Jacques-Louis David,1800,oil paint,Department of Paintings of the Louvre,Room 702,Unknown,174.0,244.0,Neoclassicism
441,Odalisque with Slave,http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Paul%20Flandrin%20-%20Odalisque%20with%20Slave%20-%20Walters%2037887.jpg,Jean-Auguste-Dominique Ingres,1842,oil paint,Walters Art Museum,Walters Art Museum,Unknown,76.0,105.0,Orientalism
442,Campbell's Soup Cans,http://commons.wikimedia.org/wiki/Special:FilePath/Campbell%27s%20Soup%20Cans%20by%20Andy%20Warhol.jpg,Andy Warhol,1962,acrylic paint,Museum of Modern Art,Museum of Modern Art,Unknown,97.0,163.0,pop art
443,Allegory of Virtue and Vice,http://commons.wikimedia.org/wiki/Special:FilePath/Paolo%20Veronese%20036.jpg,Paolo Veronese,1565,oil paint,The Frick Collection,The Frick Collection,Unknown,219.0,170.0,Mannerism
444,Asmodea,http://commons.wikimedia.org/wiki/Special:FilePath/Vision%20fant%C3%A1stica%20o%20Asmodea%20%28Goya%29.jpg,Francisco Goya,1820,canvas,Museo del Prado,Museo del Prado,Unknown,127.0,263.0,Romanticism
445,La Femme à la cafetière (Woman with a Coffeepot),http://commons.wikimedia.org/wiki/Special:FilePath/Paul%20C%C3%A9zanne%20-%20Woman%20with%20a%20Coffeepot%20-%20Google%20Art%20Project.jpg,Paul Cézanne,1895,oil paint,Musée d'Orsay,Musée d'Orsay,Unknown,130.0,96.0,Post-impressionism
446,The Feast in the House of Levi,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Feast%20in%20the%20House%20of%20Levi%20by%20Paolo%20Veronese%20%28edited%202%29.jpg,Paolo Veronese,1573,oil paint,Gallerie dell'Accademia,Gallerie dell'Accademia,Unknown,560.0,1039.0,Mannerism
447,Portrait of a Young Woman,http://commons.wikimedia.org/wiki/Special:FilePath/Vermeer-Portrait%20of%20a%20Young%20Woman.jpg,Johannes Vermeer,1665,canvas,Metropolitan Museum of Art,Metropolitan Museum of Art,Unknown,44.5,40.0,Dutch Golden Age painting
448,Death of the Virgin,http://commons.wikimedia.org/wiki/Special:FilePath/1462%20Mantegna%20Der%20Tod%20Mariens%20Museo%20del%20Prado%20anagoria.jpg,Andrea Mantegna,1462,panel,Museo del Prado,Italy,Unknown,54.5,42.0,Early Renaissance
449,Madonna with Child,http://commons.wikimedia.org/wiki/Special:FilePath/Carlo%20crivelli%2C%20madonna%20di%20macerata%2C%201470-73%20ca.%2001.jpg,Carlo Crivelli,1470,gold,Civic Museum of Palazzo Buonaccorsi,Civic Museum of Palazzo Buonaccorsi,Unknown,61.9,41.0,Italian Renaissance painting
450,The Last of England,http://commons.wikimedia.org/wiki/Special:FilePath/Ford%20Madox%20Brown%20-%20The%20Last%20of%20England%20-%20Google%20Art%20Project.jpg,Ford Madox Brown,1853,panel,Birmingham Museums Trust,Birmingham Museum and Art Gallery,Unknown,825.0,750.0,Pre-Raphaelite Brotherhood
451,Christ in the House of His Parents,http://commons.wikimedia.org/wiki/Special:FilePath/John%20Everett%20Millais%20-%20Christ%20in%20the%20House%20of%20His%20Parents%20%28%60The%20Carpenter%27s%20Shop%27%29%20-%20Google%20Art%20Project.jpg,John Everett Millais,1849,canvas,Tate,Tate Britain,Unknown,86.4,139.7,Pre-Raphaelite Brotherhood
452,The Shadow of Death,http://commons.wikimedia.org/wiki/Special:FilePath/William%20holman%20hunt-the%20shadow%20of%20death.jpg,William Holman Hunt,1873,oil paint,Manchester Art Gallery,Manchester Art Gallery,Jerusalem,214.2,168.2,Pre-Raphaelite Brotherhood
453,Madonna della Seggiola,http://commons.wikimedia.org/wiki/Special:FilePath/Raphael%20Madonna%20della%20seggiola.jpg,Raphael,1513,oil paint,Galleria Palatina,Galleria Palatina,Unknown,71.0,71.0,High Renaissance
454,Don Baldassare di Antonio di Angelo,http://commons.wikimedia.org/wiki/Special:FilePath/Pietro%20Perugino%20cat58b.jpg,Pietro Perugino,1500,oil paint,Uffizi Gallery,Uffizi Gallery,Unknown,26.0,27.0,Italian Renaissance
455,Portrait of a Man with a Medal of Cosimo the Elder,http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20a%20Man%20with%20a%20Medal%20of%20Cosimo%20the%20Elder%20-%20Sandro%20Botticelli%20%28edit%29.jpg,Sandro Botticelli,1474,panel,Uffizi Gallery,Uffizi Gallery,Unknown,57.5,44.0,Early Renaissance
456,Laughing Cavalier,http://commons.wikimedia.org/wiki/Special:FilePath/Frans%20Hals%20%E2%80%93%20The%20Laughing%20Cavalier.jpg,Frans Hals,1624,oil paint,The Wallace Collection,The Wallace Collection,Haarlem,83.0,67.3,Baroque
457,The Death of General Wolfe,http://commons.wikimedia.org/wiki/Special:FilePath/Benjamin%20West%20005.jpg,Benjamin West,1770,oil paint,National Gallery of Canada,National Gallery of Canada,Unknown,152.6,214.5,Neoclassical painting
458,Tiger in a Tropical Storm,http://commons.wikimedia.org/wiki/Special:FilePath/Surprised-Rousseau.jpg,Henri Rousseau,1891,oil paint,National Gallery,National Gallery,Unknown,128.9,161.9,naïve art
459,The setting of the sun,http://commons.wikimedia.org/wiki/Special:FilePath/Fran%C3%A7ois%20Boucher%20028.jpg,François Boucher,1752,oil paint,The Wallace Collection,The Wallace Collection,Unknown,318.0,261.0,Rococo
460,Calais Pier,http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Mallord%20William%20Turner%20024.jpg,J. M. W. Turner,1803,canvas,National Gallery,National Gallery,Unknown,172.0,240.0,Romanticism
461,Waterloo Bridge. Effect of Fog,http://commons.wikimedia.org/wiki/Special:FilePath/Claude%20Monet%20-%20Waterloo-Br%C3%BCcke%20-%201903.jpeg,Claude Monet,2000,oil paint,http://www.wikidata.org/.well-known/genid/6ede4e6baa98984cab6c03c378b7cd6a,Hermitage Museum,France,65.3,101.0,Impressionism
462,The Martyrdom of Saint Bartholomeo,http://commons.wikimedia.org/wiki/Special:FilePath/Giovanni%20Battista%20Tiepolo%20-%20The%20Martyrdom%20of%20St.%20Bartholomew%20-%20WGA22251.jpg,Giovanni Battista Tiepolo,1722,canvas,San Stae,San Stae,Unknown,167.0,139.0,Rococo
463,The Naming of Saint John the Baptist,http://commons.wikimedia.org/wiki/Special:FilePath/Fra%20Angelico%20002.jpg,Fra Angelico,1450,tempera,Museum of San Marco,Museum of San Marco,Unknown,26.0,24.0,Italian Renaissance
464,The Japanese Footbridge,http://commons.wikimedia.org/wiki/Special:FilePath/Claude%20Monet%20-%20The%20Japanese%20Footbridge.jpg,Claude Monet,1920,oil paint,Museum of Modern Art,Museum of Modern Art,Unknown,89.5,115.3,Impressionism
465,Five O'Clock Tea,http://commons.wikimedia.org/wiki/Special:FilePath/Mary%20Cassatt%20-%20The%20Tea%20-%20MFA%20Boston%2042.178.jpg,Mary Cassatt,1880,oil paint,Museum of Fine Arts Boston,Museum of Fine Arts Boston,Paris,64.77,92.07,Impressionism
466,The Railway Bridge at Argenteuil,http://commons.wikimedia.org/wiki/Special:FilePath/Claude%20Monet%20-%20The%20Railroad%20bridge%20in%20Argenteuil%20-%20Google%20Art%20Project.jpg,Claude Monet,1870,oil paint,Musée d'Orsay,Musée d'Orsay,Unknown,540.0,710.0,Impressionism
467,The Third-Class Carriage,http://commons.wikimedia.org/wiki/Special:FilePath/Honor%C3%A9%20Daumier%20034.jpg,Honoré Daumier,1863,oil paint,National Gallery of Canada,National Gallery of Canada,Unknown,65.4,90.2,literary realism
468,Coronation of the Virgin,http://commons.wikimedia.org/wiki/Special:FilePath/Domenico%20ghirlandaio%2C%20incoronazione%20della%20vergine%20di%20narni.jpg,Domenico Ghirlandaio,1486,panel,Eroli Museum,Eroli Museum,Unknown,330.0,230.0,Italian Renaissance
469,Pont de Maincy,http://commons.wikimedia.org/wiki/Special:FilePath/Pont%20de%20Maincy%2C%20par%20Paul%20C%C3%A9zanne.jpg,Paul Cézanne,1879,oil paint,Musée d'Orsay,Musée d'Orsay,Unknown,59.0,72.0,Impressionism
470,Coronation of the Virgin,http://commons.wikimedia.org/wiki/Special:FilePath/Fra%27%20Angelico%20-%20Incoronazione%20della%20Vergine%20-%20Google%20Art%20Project.jpg,Fra Angelico,1434,tempera,Uffizi Gallery,Uffizi Gallery,Unknown,112.0,114.0,Early Renaissance
471,"Madonna and Child with Two Angels, Saint Rose and Saint Catherine",http://commons.wikimedia.org/wiki/Special:FilePath/Madonna%20and%20Child%20with%20Two%20Angels%20-%20Pietro%20Perugino%20-%20Louvre%20INV%20719.jpg,Pietro Perugino,1487,poplar panel,Department of Paintings of the Louvre,Room 710,Unknown,148.0,148.0,Italian Renaissance
472,Madonna of Jacob Floreins,http://commons.wikimedia.org/wiki/Special:FilePath/La%20Vierge%20et%20l%27Enfant%20entre%20saint%20Jacques%20et%20saint%20Dominique%20-%20Hans%20Memling%20-%20Mus%C3%A9e%20du%20Louvre%20Peintures%20RF%20215.jpg,Hans Memling,1485,oil paint,Department of Paintings of the Louvre,Room 818,Unknown,130.0,160.0,Early Netherlandish painting
473,The Mystical Nativity,http://commons.wikimedia.org/wiki/Special:FilePath/Mystic%20Nativity%2C%20Sandro%20Botticelli.jpg,Sandro Botticelli,1500,oil paint,National Gallery,National Gallery,Unknown,109.0,75.0,Early Renaissance
474,Still life with fruit basket,http://commons.wikimedia.org/wiki/Special:FilePath/La%20Table%20de%20cuisine%2C%20par%20Paul%20C%C3%A9zanne%2C%20mus%C3%A9e%20d%27Orsay%2C%20Yorck.jpg,Paul Cézanne,1888,canvas,Musée d'Orsay,Musée d'Orsay,Unknown,65.0,81.5,Post-impressionism
475,Christ on the Mount of Olives,http://commons.wikimedia.org/wiki/Special:FilePath/Caravaggio%20%28Michelangelo%20Merisi%29%20%281571%20-%201610%29%20-%20Christ%20on%20the%20mount%20of%20olives%20-%20359%20-%20Gem%C3%A4ldegalerie.jpg,Caravaggio,1605,oil paint,Gemäldegalerie Berlin,Bode Museum,Unknown,154.0,222.0,Baroque
476,La Nymphe surprise,http://commons.wikimedia.org/wiki/Special:FilePath/Edouard%20Manet%20Die%20ueberraschte%20Nymphe.jpg,Édouard Manet,1860,oil paint,National Museum of Fine Arts,National Museum of Fine Arts,Unknown,144.5,112.5,Impressionism
477,"Madonna with child, Saint John the Baptist, and an angel",http://commons.wikimedia.org/wiki/Special:FilePath/Pietro%20Perugino%20cat55.jpg,Pietro Perugino,1495,panel,Galleria Palatina,Hall of Jupiter,Unknown,86.0,83.0,Italian Renaissance
478,Madonna with child,http://commons.wikimedia.org/wiki/Special:FilePath/Pietro%20Perugino%20cat50.jpg,Pietro Perugino,1496,panel,National Gallery of Umbria,National Gallery of Umbria,Unknown,183.0,130.0,Italian Renaissance
479,A Sunday Afternoon on the Island of La Grande Jatte,http://commons.wikimedia.org/wiki/Special:FilePath/A%20Sunday%20on%20La%20Grande%20Jatte%2C%20Georges%20Seurat%2C%201884.jpg,Georges Seurat,1884,oil paint,Art Institute of Chicago,Art Institute of Chicago,Unknown,207.5,308.1,pointillism
480,Madonna in Glory with Saints,http://commons.wikimedia.org/wiki/Special:FilePath/Pietro%20Perugino%20cat59.jpg,Pietro Perugino,1500,oil paint,Pinacoteca Nazionale di Bologna,Pinacoteca Nazionale di Bologna,Unknown,152.0,124.0,Italian Renaissance
481,Madonna in Glory with Seraphim,http://commons.wikimedia.org/wiki/Special:FilePath/Botticelli%2C%20Madonna%20in%20Glory%20with%20Seraphim%2C%201469%2C%20Uffizi.jpg,Sandro Botticelli,1469,tempera,Uffizi Gallery,Uffizi Gallery,Unknown,120.0,65.0,Early Renaissance
482,Adoration of the Magi,http://commons.wikimedia.org/wiki/Special:FilePath/Gentile%20da%20Fabriano%20-%20Adorazione%20dei%20Magi%20-%20Google%20Art%20Project.jpg,Gentile da Fabriano,1423,panel,Uffizi Gallery,Room A7 Lorenzo Monaco - Gentile da Fabriano,Unknown,301.5,283.0,International Gothic
483,The Surprise,http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Antoine%20Watteau%20-%20La%20Surprise%20%28Getty%20Center%29.jpg,Jean-Antoine Watteau,1718,panel,http://www.wikidata.org/.well-known/genid/7caac707f0a9ac85d5bf665e8adbd7e0,Getty Center,Unknown,36.4,28.2,Rococo
484,Madonna di Loreto,http://commons.wikimedia.org/wiki/Special:FilePath/Pietro%20Perugino%20cat77a.jpg,Pietro Perugino,1507,panel,National Gallery,National Gallery,Unknown,185.5,125.5,Italian Renaissance
485,Madonna and Child with Saints John the Baptist and Catherine of Alexandria,http://commons.wikimedia.org/wiki/Special:FilePath/Pietro%20Perugino%20cat34.jpg,Pietro Perugino,1500,panel,Department of Paintings of the Louvre,Room 710,Unknown,81.0,63.0,Italian Renaissance
486,Madonna and Child Enthroned with Saints John the Baptist and Sebastian,http://commons.wikimedia.org/wiki/Special:FilePath/Pietro%20Perugino%20cat30.jpg,Pietro Perugino,1493,panel,Uffizi Gallery,Uffizi Gallery,Unknown,178.0,164.0,Italian Renaissance
487,Madonna with child and two female saints,http://commons.wikimedia.org/wiki/Special:FilePath/Pietro%20Perugino%20075.jpg,Pietro Perugino,1493,panel,Kunsthistorisches Museum,Kunsthistorisches Museum,Unknown,86.5,63.0,Italian Renaissance
488,Crucifixion,http://commons.wikimedia.org/wiki/Special:FilePath/Masaccio%20-%20Crocifissione%20%28Cuspide%20di%20Polittico%20di%20Pisa%29.jpg,Masaccio,1426,panel,Museo di Capodimonte,Museo di Capodimonte,Unknown,83.0,63.0,Italian Renaissance
489,Blind Man's Bluff,http://commons.wikimedia.org/wiki/Special:FilePath/Fragonard%20collin%20maillard.jpg,Jean-Honoré Fragonard,1760,canvas,Toledo Museum of Art,Toledo Museum of Art,Unknown,1168.0,914.0,Rococo
490,The Dead Christ with Angels,http://commons.wikimedia.org/wiki/Special:FilePath/%C3%89douard%20Manet%20-%20Le%20Christ%20mort%20et%20les%20anges.jpg,Édouard Manet,1864,canvas,Metropolitan Museum of Art,Metropolitan Museum of Art,Unknown,179.4,149.9,academic art
491,Woman Holding a Balance,http://commons.wikimedia.org/wiki/Special:FilePath/Johannes%20Vermeer%20-%20Woman%20Holding%20a%20Balance%20-%20Google%20Art%20Project.jpg,Johannes Vermeer,1665,oil paint,National Gallery of Art,National Gallery of Art,Unknown,42.5,38.0,Dutch Golden Age painting
492,Women in the Garden,http://commons.wikimedia.org/wiki/Special:FilePath/Claude%20Monet%20024.jpg,Claude Monet,1866,canvas,Musée d'Orsay,Musée d'Orsay,Unknown,255.0,205.0,Impressionism
493,Portrait of Sigismondo Pandolfo Malatesta,http://commons.wikimedia.org/wiki/Special:FilePath/Piero%2C%20ritratto%20di%20sigismondo%20malatesta.jpg,Piero della Francesca,1450,oil paint,Department of Paintings of the Louvre,Room 709,Unknown,44.0,34.0,Italian Renaissance
494,States of Mind I: The Farewells,http://commons.wikimedia.org/wiki/Special:FilePath/States%20of%20Mind-%20The%20Farewells%20by%20Umberto%20Boccioni%2C%201911.jpeg,Umberto Boccioni,1911,oil paint,Museum of Modern Art,Museum of Modern Art,Unknown,96.2,70.5,Futurism
495,Still Life with Fruit,http://commons.wikimedia.org/wiki/Special:FilePath/Caravaggio%20-%20Still%20Life%20with%20Fruit%20%28circa%201603%29.png,Caravaggio,1601,oil paint,http://www.wikidata.org/.well-known/genid/12bb3f17b416eb5825529f2bd2b39cf6,Denver Art Museum,Unknown,105.0,84.0,Baroque
496,Le prévôt et les échevins de la ville de Paris délibérant d'une fête en l'honneur du dîner de Louis XIV à l'hôtel de ville après sa guérison en 1689,http://commons.wikimedia.org/wiki/Special:FilePath/1689%20-%20Les%20%C3%A9chevins%20%28Amiens%29%20par%20Hyacinthe%20Rigault.jpg,Hyacinthe Rigaud,1689,oil paint,Musée de Picardie,Musée de Picardie,Unknown,33.0,51.0,Baroque painting
497,The Farewell of Telemachus and Eucharis,http://commons.wikimedia.org/wiki/Special:FilePath/Jacques-Louis%20David%20-%20The%20Farewell%20of%20Telemachus%20and%20Eucharis%20-%20Google%20Art%20Project.jpg,Jacques-Louis David,1818,oil paint,J. Paul Getty Museum,Getty Center,Brussels metropolitan area,883.0,1032.0,Neoclassicism
498,Portrait of Count Stanislas Potocki,http://commons.wikimedia.org/wiki/Special:FilePath/Jacques-Louis%20David%20-%20Equestrian%20portrait%20of%20Stanis%C5%82aw%20Kostka%20Potocki%20-%20Google%20Art%20Project.jpg,Jacques-Louis David,1780,oil paint,National Museum in Warsaw,Palace Museum in Wilanów,Unknown,304.0,218.0,Neoclassicism
499,Madonna with child between Saint Herculanus and Saint Constantius,http://commons.wikimedia.org/wiki/Special:FilePath/Pietro%20Perugino%20cat92.jpg,Pietro Perugino,1515,oil paint,National Gallery of Umbria,National Gallery of Umbria,Unknown,79.0,56.0,Italian Renaissance
500,Monforte Altarpiece,http://commons.wikimedia.org/wiki/Special:FilePath/Hugo%20van%20der%20Goes%20-%20The%20Adoration%20of%20the%20Kings%20%28Monforte%20Altar%29%20-%20Google%20Art%20Project.jpg,Hugo van der Goes,1470,oil paint,Gemäldegalerie Berlin,Room V,Unknown,147.0,242.0,Early Netherlandish painting
501,Adoration of the Shepherds,http://commons.wikimedia.org/wiki/Special:FilePath/Hugo%20van%20der%20Goes%20-%20The%20Adoration%20of%20the%20Shepherds%20-%20Google%20Art%20Project.jpg,Hugo van der Goes,1480,oil paint,Gemäldegalerie Berlin,Gemäldegalerie Berlin,Unknown,97.0,245.0,Early Netherlandish painting
502,The Valpinçon Bather,http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Auguste-Dominique%20Ingres%20-%20La%20Baigneuse%20Valpin%C3%A7on.jpg,Jean-Auguste-Dominique Ingres,1808,oil paint,Department of Paintings of the Louvre,Room 940,Rome,146.0,97.5,Romanticism
503,The Mill,http://commons.wikimedia.org/wiki/Special:FilePath/Rembrandt%20van%20Rijn%20-%20The%20Mill%20-%20Google%20Art%20Project.jpg,Rembrandt,1645,canvas,National Gallery of Art,National Gallery of Art,Unknown,87.6,105.6,Dutch Golden Age painting
504,The Temptation of St Anthony,http://commons.wikimedia.org/wiki/Special:FilePath/De%20verzoeking%20van%20de%20heilige%20Antonius%20de%20Heremiet.%20Rijksmuseum%20SK-A-3240.jpeg,Hieronymus Bosch,1550,oil paint,Noordbrabants Museum,Noordbrabants Museum,Unknown,61.8,79.7,Early Netherlandish painting
505,Sacrifice of Isaac,http://commons.wikimedia.org/wiki/Special:FilePath/Sacrifice%20of%20Isaac-Caravaggio%20%28c.%201603%29.jpg,Caravaggio,1590,oil paint,Barbara Piasecka Johnson Collection,Princeton University,Unknown,116.0,173.0,Italian Baroque painting
506,Madonna of the Dry Tree,http://commons.wikimedia.org/wiki/Special:FilePath/Petrus%20Christus%20-%20The%20Virgin%20of%20the%20dry%20Tree%20-%201465.jpg,Petrus Christus,1462,panel,Thyssen-Bornemisza Museum,Thyssen-Bornemisza Museum,Unknown,17.0,12.0,Early Netherlandish painting
507,The prophet David,http://commons.wikimedia.org/wiki/Special:FilePath/Pietro%20Perugino%20cat48b.jpg,Pietro Perugino,1550,wood,Nantes Museum of Arts,Nantes Museum of Arts,Unknown,45.0,36.0,Italian Renaissance
508,Miracle of the Snow,http://commons.wikimedia.org/wiki/Special:FilePath/Perugino%20%28c.1450-1523%29%20%28attributed%20to%29%20-%20The%20Miracle%20of%20the%20Founding%20of%20Santa%20Maria%20Maggiore%20with%20a%20Fall%20of%20Snow%20%285%20August%20352%29%20%28predella%20panel%29%20-%201246461%20-%20National%20Trust.jpg,Pietro Perugino,1475,oil paint,Polesden Lacey,Polesden Lacey,Florence,18.4,40.0,Umbrian school
509,Parnassus,http://commons.wikimedia.org/wiki/Special:FilePath/La%20Parnasse%2C%20by%20Andrea%20Mantegna%2C%20from%20C2RMF%20retouched.jpg,Andrea Mantegna,1500,tempera,Department of Paintings of the Louvre,Room 710,Mantua,159.0,192.0,Early Renaissance
510,Portrait of Prince Philip Prospero,http://commons.wikimedia.org/wiki/Special:FilePath/Prince%20Philippe%20Prosper%20-%20Diego%20Velasquez.jpg,Diego Velázquez,1659,oil paint,Kunsthistorisches Museum,Kunsthistorisches Museum,Unknown,128.5,99.5,Baroque
511,Le Repos au bord d'un ruisseau. Lisière de bois,http://commons.wikimedia.org/wiki/Special:FilePath/Alfred%20Sisley%20-%20Rest%20along%20the%20Stream.%20Edge%20of%20the%20Wood%20-%20Google%20Art%20Project.jpg,Alfred Sisley,1878,oil paint,Musée d'Orsay,Musée d'Orsay,Unknown,730.0,800.0,Impressionism
512,The Port at Lorient,http://commons.wikimedia.org/wiki/Special:FilePath/Berthe%20Morisot%20The%20Harbor%20at%20Lorient.jpg,Berthe Morisot,1869,oil paint,National Gallery of Art,National Gallery of Art,Unknown,43.5,73.0,Impressionism
